what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1505294438849
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1505294438850
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1505294438853
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1505294438858
os,sysinfo,,,"win32",1505294438860
arch,sysinfo,,,"x86_64",1505294438860
ws,sysinfo,,,"win32",1505294438860
locale,sysinfo,,,"en_GB",1505294438861
processors,sysinfo,,,"4",1505294438861
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1505294438861
java.runtime.version,sysinfo,,,"1.8.0_121-b13",1505294438861
java.specification.name,sysinfo,,,"Java Platform API Specification",1505294438861
java.specification.vendor,sysinfo,,,"Oracle Corporation",1505294438861
java.specification.version,sysinfo,,,"1.8",1505294438861
java.vendor,sysinfo,,,"Oracle Corporation",1505294438861
java.version,sysinfo,,,"1.8.0_121",1505294438861
java.vm.info,sysinfo,,,"mixed mode",1505294438861
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1505294438861
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1505294438861
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1505294438861
java.vm.specification.version,sysinfo,,,"1.8",1505294438861
java.vm.vendor,sysinfo,,,"Oracle Corporation",1505294438861
java.vm.version,sysinfo,,,"25.121-b13",1505294438861
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1505294438928
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1505294691904
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1505294693540
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1505294694932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505294695309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505294763439
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1505294764207
