what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1503904879950
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1503904880015
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1503904880078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503904882069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503906469434
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503906470862
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1503906471012
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1503906471048
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1503906471198
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1503906472800
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1503906474392
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1503906477847
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1503906477863
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1503906478027
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1503906480547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503906520242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503906816117
error,log,,,"Core exception while retrieving the content description",1503906819581
error,log,,,"Core exception while retrieving the content description",1503906819635
error,log,,,"Core exception while retrieving the content description",1503906819648
error,log,,,"Core exception while retrieving the content description",1503906819656
error,log,,,"Core exception while retrieving the content description",1503906819664
error,log,,,"Core exception while retrieving the content description",1503906819670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503906826368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907029170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907038375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907058212
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907104143
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907104508
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1503907106848
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1503907106916
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907113520
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907113605
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907117037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503907118438
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907118865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907121343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907123533
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907140003
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503907148351
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503907149107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503907172343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503909484783
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909487201
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909487729
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503909492260
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503909492627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909494765
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503909494781
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503909496445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909497628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503909501384
error,log,,,"Core exception while retrieving the content description",1503909506544
error,log,,,"Core exception while retrieving the content description",1503909506551
error,log,,,"Core exception while retrieving the content description",1503909506557
error,log,,,"Core exception while retrieving the content description",1503909506573
error,log,,,"Core exception while retrieving the content description",1503909506579
error,log,,,"Core exception while retrieving the content description",1503909506585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503909610511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503909634903
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909645311
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503909645512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503909682634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503910919969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503910922326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503910928488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503910929343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503911758799
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503911760801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503911769122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912543226
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503912545309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912558353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912558756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912590137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912836096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503912839312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503913565714
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503913569590
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503913570076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503913570444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503913646794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503914581045
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503914583855
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503914588157
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503914588445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503914600404
