what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Oracle Corporation",1503935831322
java.vm.version,sysinfo,,,"25.121-b13",1503935831322
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1503935831695
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503935834154
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1503935834189
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1503935834199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503935837270
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1503935837394
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1503935837410
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1503935837428
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503935840795
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503935845157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935852405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935889365
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1503935891513
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1503935891970
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1503935892104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935892983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935894296
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1503935896552
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1503935896624
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503935897272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503935897478
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503935898579
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1503935898783
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1503935898791
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1503935898821
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1503935898823
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1503935899118
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503935899936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935902518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935903535
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503935905843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935906115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935907241
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503935907922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503935934758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936025738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936028662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936029756
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503936031543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936031728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936032776
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503936033291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503936053556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937522922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937525816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937526871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937530986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937532405
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503937534657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937535694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937536612
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503937537028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503937550974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503938916294
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503938918679
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1503938918811
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503938918826
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503938925047
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1503938925533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503938958325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940109684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940113365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940166018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940168517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940173343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940173809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940200159
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940200870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940202045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503940203215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503941818961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503941838034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503942649921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503942658733
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503942660079
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503942660405
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1503942667189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1503942668627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1503942672149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503942679233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029173811
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504029185171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029185325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029186428
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504029186732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029193803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029199207
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1504029201313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504029203665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029206410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029211275
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1504029224322
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504029230804
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504029230994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504029289175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504085293779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504085301382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504091695160
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504091698446
error,log,,,"Core exception while retrieving the content description",1504091699979
error,log,,,"Core exception while retrieving the content description",1504091700007
error,log,,,"Core exception while retrieving the content description",1504091700302
error,log,,,"Core exception while retrieving the content description",1504091700307
error,log,,,"Core exception while retrieving the content description",1504091700342
error,log,,,"Core exception while retrieving the content description",1504091700363
error,log,,,"Core exception while retrieving the content description",1504091702876
error,log,,,"Core exception while retrieving the content description",1504091702897
error,log,,,"Core exception while retrieving the content description",1504091704272
error,log,,,"Core exception while retrieving the content description",1504091704277
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1504091704323
error,log,,,"Core exception while retrieving the content description",1504091704778
error,log,,,"Core exception while retrieving the content description",1504091704789
error,log,,,"Core exception while retrieving the content description",1504091704858
error,log,,,"Core exception while retrieving the content description",1504091704868
error,log,,,"Core exception while retrieving the content description",1504091705318
error,log,,,"Core exception while retrieving the content description",1504091705348
error,log,,,"Core exception while retrieving the content description",1504091705363
error,log,,,"Core exception while retrieving the content description",1504091705373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504091705729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504093812496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504093813332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504093977238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504094430027
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1504110300053
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1504110300058
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1504110300058
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1504110300058
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1504110300063
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1504110300063
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1504110300063
