what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142897061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142900022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504142927646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504142932957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504142934408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142949002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142950265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142950380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504142968303
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1504142990088
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143075800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143079056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143083189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143088033
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143089780
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143089830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143110640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1504143110696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143114353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1504143117607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1504143119823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504143132891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143149045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143202014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143204845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143248551
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143256562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143262783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504143264025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143266998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143268520
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143273444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143295036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143303610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143306005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143307215
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143309433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143309843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143310848
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143310994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143314106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143315228
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143322048
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143322414
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143322604
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143334511
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143334747
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143341823
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143343668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1504143349450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504143351882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143354368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143355601
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143357689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143359319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143360245
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143360371
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143363765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143364085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143368852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143369870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143382313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143383409
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143385785
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143386024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143389398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1504143389454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143393122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143395202
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143400859
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143403601
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143404168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143409095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143410067
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143412385
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143413056
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143424547
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143426802
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143431399
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143434259
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143434604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143444570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1504143444620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143449486
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143450966
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504143451151
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143462690
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504143464973
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504143465079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504143468274
