what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1504144948061
error,log,,,"Core exception while retrieving the content description",1504144948066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504144948086
error,log,,,"Core exception while retrieving the content description",1504144948587
error,log,,,"Core exception while retrieving the content description",1504144948591
error,log,,,"Core exception while retrieving the content description",1504144948602
error,log,,,"Core exception while retrieving the content description",1504144948607
error,log,,,"Core exception while retrieving the content description",1504144948612
error,log,,,"Core exception while retrieving the content description",1504144948627
error,log,,,"Core exception while retrieving the content description",1504144948632
error,log,,,"Core exception while retrieving the content description",1504144948641
error,log,,,"Core exception while retrieving the content description",1504144948647
error,log,,,"Core exception while retrieving the content description",1504144948651
error,log,,,"Core exception while retrieving the content description",1504144958281
error,log,,,"Core exception while retrieving the content description",1504144958297
error,log,,,"Core exception while retrieving the content description",1504144958306
error,log,,,"Core exception while retrieving the content description",1504144958311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504144958341
error,log,,,"Core exception while retrieving the content description",1504144958767
error,log,,,"Core exception while retrieving the content description",1504144958772
error,log,,,"Core exception while retrieving the content description",1504144958782
error,log,,,"Core exception while retrieving the content description",1504144958782
error,log,,,"Core exception while retrieving the content description",1504144958790
error,log,,,"Core exception while retrieving the content description",1504144958802
error,log,,,"Core exception while retrieving the content description",1504144958802
error,log,,,"Core exception while retrieving the content description",1504144958812
error,log,,,"Core exception while retrieving the content description",1504144958812
error,log,,,"Core exception while retrieving the content description",1504144958817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504144961750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504145084632
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504145094981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504145096955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504145104279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504145105581
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504145114250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504145131403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148532735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148537133
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148794637
error,log,,,"Core exception while retrieving the content description",1504148800738
error,log,,,"Core exception while retrieving the content description",1504148800742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504148800757
error,log,,,"Core exception while retrieving the content description",1504148801263
error,log,,,"Core exception while retrieving the content description",1504148801268
error,log,,,"Core exception while retrieving the content description",1504148801278
error,log,,,"Core exception while retrieving the content description",1504148801283
error,log,,,"Core exception while retrieving the content description",1504148801283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148801859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148807181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148810164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148811457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148814120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504148817401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148821271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148822377
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148824055
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148824246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148839199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148861500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148864644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148865893
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148867664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504148869712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148872236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148873397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148877303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148882853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148888442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148890391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148891522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148893629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148894131
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148895789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504148897350
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148899365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504148914728
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504148917174
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148923399
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1504148923675
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504148926990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504148928666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504148947288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149033427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149050108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149127195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149137337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149183732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149191985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149193928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504149209990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149227266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149228811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149231136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149255652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504149269239
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1504149282870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149287443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149522060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504149536644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504150490779
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504150492461
error,log,,,"Core exception while retrieving the content description",1504150498089
error,log,,,"Core exception while retrieving the content description",1504150498096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504150498115
error,log,,,"Core exception while retrieving the content description",1504150498566
error,log,,,"Core exception while retrieving the content description",1504150498571
error,log,,,"Core exception while retrieving the content description",1504150498576
error,log,,,"Core exception while retrieving the content description",1504150498581
error,log,,,"Core exception while retrieving the content description",1504150498581
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1504150510021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1504150511176
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1504150519759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504150535674
